Location,Filename,AQI,AQI_Class
Tamil Nadu,TN_UN_2023-03-06-09.00-2-6.jpg,161,d_Unhealthy
Mumbai,MH_UH_2023-02-11-03.30-1-38.jpg,154,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-23-08.30-2-231.jpg,43,a_Good
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-84.jpg,372,f_Severe
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-214.jpg,245,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-14.jpg,293,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-1-18.jpg,101,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_UnFSG_2023-03-08-08.30-1-186.jpg,121,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-02-20-16.30-2-186.jpg,43,a_Good
"Biratnagar, Nepal",BRI_Un_2023-02-02- 12.00-5.jpg,158,d_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-2.jpg,141,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-10.jpg,163,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-21-08.30-1-56.jpg,29,a_Good
Bengaluru,BENGR_Good_2023-03-25-08.30-1-7.jpg,32,a_Good
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4633.jpg,230,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-3-21.jpg,141,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Mod_2023-03-21-15.00-3.jpg,92,b_Moderate
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-1-7.jpg,141,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_UHFSG_2023-02-10-08.30-1-18.jpg,105,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-65.jpg,245,e_Very_Unhealthy
Tamil Nadu,TN_UHFSG_2023-02-10-08.30-1-22.jpg,105,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UnFSG_2023-03-18-11.00-1-50.jpg,114,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-6.jpg,101,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Good_2023-03-17-08.30-1-43.jpg,15,a_Good
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-1-50.jpg,103,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-1-9.jpg,101,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UH_2023-02-14-11.30-1-40.jpg,160,d_Unhealthy
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-146.jpg,51,b_Moderate
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-107.jpg,133,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-39.jpg,331,f_Severe
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-68.jpg,163,d_Unhealthy
Mumbai,MH_VUN_2023-02-24-15.00-1-256.jpg,202,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-124.jpg,245,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-136.jpg,73,b_Moderate
Tamil Nadu,TN_Good_2023-02-20-16.30-2-46.jpg,43,a_Good
Mumbai,MH_UH_2023-02-02- 09.30-1-53.jpg,182,d_Unhealthy
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-3745.jpg,230,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-15-17.00-1.jpg,144,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-176.jpg,97,b_Moderate
Mumbai,MH_UnFSG_2023-03-08-11.00-1-66.jpg,124,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Good_2023-03-22-11.00-1-351.jpg,49,a_Good
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-2-46.jpg,91,b_Moderate
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-2-18.jpg,91,b_Moderate
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-66.jpg,245,e_Very_Unhealthy
Tamil Nadu,TN_UNH_2023-02-03-12.30-1-26.jpg,150,d_Unhealthy
Tamil Nadu,TN_UNH_2023-02-03-13.30-1-5.jpg,167,d_Unhealthy
Mumbai,MH_Good_2023-03-22-11.00-1-232.jpg,49,a_Good
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2769.jpg,230,e_Very_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-17.jpg,372,f_Severe
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-97.jpg,281,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-3-59.jpg,163,d_Unhealthy
Mumbai,MH_UnFSG_2023-02-17-13.00-2-62.jpg,140,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-366.jpg,68,b_Moderate
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-90.jpg,293,e_Very_Unhealthy
Bengaluru,BENGR_Good_2023-03-25-08.30-1-34.jpg,32,a_Good
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-2-47.jpg,156,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-27-16.30-2-36.jpg,43,a_Good
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-2-33.jpg,141,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-29.jpg,320,f_Severe
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-101.jpg,223,e_Very_Unhealthy
Bengaluru,BENGR_Good_2023-03-21-08.30-1-526.jpg,47,a_Good
Tamil Nadu,TN_Good_2023-02-23-08.30-2-136.jpg,43,a_Good
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-2-27.jpg,91,b_Moderate
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-84.jpg,245,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-321.jpg,68,b_Moderate
Tamil Nadu,TN_MOD_2023-02-09-08.30-1-2.jpg,78,b_Moderate
"Knowledge park, Greater Noida",UP_SEV_2023-02-20-08.30-1-65.jpg,331,f_Severe
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-108.jpg,281,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-8.jpg,158,d_Unhealthy
Bengaluru,BENGR_Good_2023-02-27-08.30-1-381.jpg,47,a_Good
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-606.jpg,450,f_Severe
"Knowledge park, Greater Noida",UP_SEV_2023-02-19-14.30-1-38.jpg,357,f_Severe
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-336.jpg,97,b_Moderate
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-121.jpg,363,f_Severe
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-77.jpg,223,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-54.jpg,293,e_Very_Unhealthy
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-1-61.jpg,103,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-02-23-08.30-2.jpg,43,a_Good
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-2-34.jpg,268,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-2-57.jpg,156,d_Unhealthy
"Biratnagar, Nepal",BRI_Un_2023-02-02- 12.00-11.jpg,158,d_Unhealthy
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-246.jpg,68,b_Moderate
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-91.jpg,68,b_Moderate
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-46.jpg,163,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-556.jpg,363,f_Severe
Bengaluru,BENGR_Good_2023-03-25-08.30-1-68.jpg,32,a_Good
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-446.jpg,450,f_Severe
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-281.jpg,97,b_Moderate
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-3-6.jpg,158,d_Unhealthy
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-1-11.jpg,101,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UnFSG_2023-03-08-11.00-1-351.jpg,124,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-336.jpg,68,b_Moderate
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-331.jpg,51,b_Moderate
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-79.jpg,372,f_Severe
Mumbai,MH_UnFSG_2023-03-14-13.00-1-49.jpg,138,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-74.jpg,293,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-27-16.30-2-31.jpg,43,a_Good
Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-49.jpg,136,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-2-8.jpg,141,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Good_2023-02-28-08.30-1-196.jpg,37,a_Good
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-413.jpg,223,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-02-17-13.00-2-21.jpg,140,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-04-17.00-6.jpg,281,e_Very_Unhealthy
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-55.jpg,103,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-937.jpg,230,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-36.jpg,141,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-501.jpg,363,f_Severe
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-45.jpg,281,e_Very_Unhealthy
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-2-12.jpg,103,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-87.jpg,158,d_Unhealthy
Tamil Nadu,TN_UN_2023-03-11-08.00-1-151.jpg,152,d_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-1-25.jpg,163,d_Unhealthy
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-45.jpg,141,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-1-24.jpg,179,d_Unhealthy
Bengaluru,BENGR_Mod_2023-03-01-08.30-1-231.jpg,70,b_Moderate
Mumbai,MH_UH_2023-02-03- 09.30-1-80.jpg,162,d_Unhealthy
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-165.jpg,104,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-7.jpg,133,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-47.jpg,331,f_Severe
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-57.jpg,281,e_Very_Unhealthy
Mumbai,MH_UN_2023-03-02-08.00-1-131.jpg,156,d_Unhealthy
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-213.jpg,223,e_Very_Unhealthy
"Biratnagar, Nepal",BRI_Un_2023-02-02- 12.00-6.jpg,158,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-21-08.30-1-36.jpg,29,a_Good
Tamil Nadu,TN_UnFSG_2023-03-09-09.00-1-56.jpg,134,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-23.jpg,245,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-1.jpg,71,b_Moderate
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-60.jpg,158,d_Unhealthy
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-61.jpg,71,b_Moderate
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-411.jpg,68,b_Moderate
Tamil Nadu,TN_UnFSG_2023-03-01-08.30-1-131.jpg,111,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Good_2023-03-25-08.30-1-60.jpg,32,a_Good
Mumbai,MH_UN_2023-03-13-10.00-1-43.jpg,197,d_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-68.jpg,158,d_Unhealthy
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-111.jpg,97,b_Moderate
Tamil Nadu,TN_Good_2023-02-20-08.30-1-9.jpg,37,a_Good
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-56.jpg,158,d_Unhealthy
Bengaluru,BENGR_Good_2023-03-17-08.30-1-330.jpg,15,a_Good
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-3897.jpg,230,e_Very_Unhealthy
Mumbai,MH_Mod_2023-03-21-15.00-1-316.jpg,92,b_Moderate
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-250.jpg,245,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-83.jpg,141,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-91.jpg,450,f_Severe
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-3921.jpg,230,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-2-52.jpg,156,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-50.jpg,268,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-03-14-13.00-12.jpg,138,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-177.jpg,299,e_Very_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-1-26.jpg,450,f_Severe
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-201.jpg,199,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-22-09.30-1-101.jpg,36,a_Good
Bengaluru,BENGR_UHFSG_2023-02-14-08.30-1-4.jpg,102,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-1-9.jpg,163,d_Unhealthy
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-108.jpg,133,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-02-20-16.30-1-116.jpg,43,a_Good
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-1-27.jpg,179,d_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-49.jpg,182,d_Unhealthy
Bengaluru,BENGR_Good_2023-02-27-08.30-1-71.jpg,47,a_Good
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-3-24.jpg,141,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UH_2023-02-10-14.30-1-13.jpg,160,d_Unhealthy
Mumbai,MH_Good_2023-03-22-11.00-1-113.jpg,49,a_Good
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-286.jpg,71,b_Moderate
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-4.jpg,199,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-263.jpg,245,e_Very_Unhealthy
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-159.jpg,281,e_Very_Unhealthy
Mumbai,MH_VUN_2023-02-24-15.00-1-101.jpg,202,e_Very_Unhealthy
Tamil Nadu,TN_UN_2023-03-06-09.00-1-91.jpg,161,d_Unhealthy
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-1657.jpg,230,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-99.jpg,331,f_Severe
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-1-6.jpg,141,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-32.jpg,293,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-2-56.jpg,156,d_Unhealthy
Tamil Nadu,TN_UNH_2023-02-03-13.30-1-36.jpg,167,d_Unhealthy
Mumbai,MH_UH_2023-02-19-12.00-1-42.jpg,160,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-77.jpg,449,f_Severe
"Biratnagar, Nepal",BRI_UFSG_2023-02-03- 16.00-6.jpg,141,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UnFSG_2023-02-17-13.00-2-58.jpg,140,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UnFSG_2023-02-17-13.00-2-34.jpg,140,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-9.jpg,245,e_Very_Unhealthy
Bengaluru,BENGR_Good_2023-02-27-08.30-1-296.jpg,47,a_Good
Mumbai,MH_Good_2023-03-22-11.00-1-337.jpg,49,a_Good
Bengaluru,BENGR_Good_2023-02-28-08.30-1-521.jpg,37,a_Good
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-431.jpg,68,b_Moderate
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-2-63.jpg,156,d_Unhealthy
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-2-26.jpg,179,d_Unhealthy
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-121.jpg,133,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-576.jpg,71,b_Moderate
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-2-24.jpg,156,d_Unhealthy
Bengaluru,BENGR_Mod_2023-02-21-08.30-1-366.jpg,56,b_Moderate
Mumbai,MH_UnFSG_2023-03-18-11.00-1-36.jpg,114,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Good_2023-02-28-08.30-1-491.jpg,37,a_Good
Tamil Nadu,TN_Good_2023-02-21-08.30-2-136.jpg,29,a_Good
Mumbai,MH_Good_2023-03-23-17.00-1-36.jpg,47,a_Good
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-44.jpg,141,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-841.jpg,230,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-252.jpg,245,e_Very_Unhealthy
Bengaluru,BENGR_Good_2023-03-25-08.30-1-74.jpg,32,a_Good
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-313.jpg,141,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_SEV_2023-02-19-14.30-1-6.jpg,357,f_Severe
"Knowledge park, Greater Noida",UP_UN_2023-02-21-08.30-3.jpg,189,d_Unhealthy
Mumbai,MH_Good_2023-03-23-17.00-1-561.jpg,47,a_Good
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-2-53.jpg,156,d_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-89.jpg,158,d_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-3-35.jpg,141,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-155.jpg,281,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-341.jpg,71,b_Moderate
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-31.jpg,103,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_SEV_2023-02-20-08.30-1-55.jpg,331,f_Severe
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-91.jpg,331,f_Severe
"Knowledge park, Greater Noida",UP_SEV_2023-02-19-14.30-1-2.jpg,357,f_Severe
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-88.jpg,331,f_Severe
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-4-76.jpg,156,d_Unhealthy
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-231.jpg,68,b_Moderate
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-201.jpg,106,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-37.jpg,141,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-13-08.30-1-414.jpg,53,b_Moderate
Mumbai,MH_UN_2023-03-15-15.00-1-351.jpg,162,d_Unhealthy
Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-48.jpg,136,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-163.jpg,281,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-20.jpg,293,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-77.jpg,293,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-371.jpg,97,b_Moderate
Mumbai,MH_Good_2023-03-22-11.00-13.jpg,49,a_Good
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-4-92.jpg,154,d_Unhealthy
Mumbai,MH_UH_2023-02-11-03.30-1-37.jpg,154,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-2-16.jpg,372,f_Severe
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-191.jpg,68,b_Moderate
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-1-30.jpg,103,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-78.jpg,330,f_Severe
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-3849.jpg,230,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-02-15-10.30-1-53.jpg,143,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-02-22-09.30-2-36.jpg,36,a_Good
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-25.jpg,141,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-55.jpg,281,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-03-14-13.00-1-37.jpg,138,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BRI_Un_2023-02-02-1700-6.jpg,156,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-25.jpg,293,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-02-23-11.00-1-86.jpg,130,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UH_2023-02-11-03.30-2-22.jpg,154,d_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-3-51.jpg,91,b_Moderate
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-74.jpg,158,d_Unhealthy
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-89.jpg,230,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-19-12.00-1-52.jpg,160,d_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-08-08.30-1-26.jpg,121,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-271.jpg,450,f_Severe
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-35.jpg,372,f_Severe
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-35.jpg,293,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-13.jpg,182,d_Unhealthy
Mumbai,MH_UnFSG_2023-02-23-11.00-1.jpg,130,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-33.jpg,449,f_Severe
Tamil Nadu,TN_Mod_2023-02-28-08.30-1-116.jpg,73,b_Moderate
Tamil Nadu,TN_Good_2023-02-23-08.30-1-61.jpg,43,a_Good
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-2-141.jpg,119,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-2-136.jpg,119,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_UHFSG_2023-02-02- 09.00-2-12.jpg,107,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Good_2023-02-27-08.30-1-101.jpg,47,a_Good
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-23.jpg,281,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-253.jpg,199,d_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-3-70.jpg,141,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UN_2023-03-15-15.00-1-267.jpg,162,d_Unhealthy
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-46.jpg,68,b_Moderate
Bengaluru,BENGR_Good_2023-02-19-08.30-1-21.jpg,41,a_Good
Mumbai,MH_UN_2023-03-02-08.00-1-121.jpg,156,d_Unhealthy
Mumbai,MH_VUN_2023-03-05-08.30-2-161.jpg,284,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-22-09.30-1-16.jpg,36,a_Good
Mumbai,MH_Good_2023-03-22-18.00-1-217.jpg,47,a_Good
Bengaluru,BENGR_Mod_2023-03-01-08.30-1-361.jpg,70,b_Moderate
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-445.jpg,199,d_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-2-11.jpg,156,d_Unhealthy
Tamil Nadu,TN_UHFSG_2023-02-02- 09.00-1-9.jpg,107,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Good_2023-02-26-08.30-1-66.jpg,48,a_Good
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-193.jpg,245,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-245.jpg,199,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-33.jpg,293,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-90.jpg,158,d_Unhealthy
